mofname,target
vbw+N442+E139,437.5926226
vbw+N481+E0,399.4870826
vbw+N481+E162,466.481733
vbw+N504+E45,515.5469634
vbw+N528+E175,527.306482
vbw+N528+E183,541.2746098
vbw+N536+E29,511.4018651
vbw+N554+E162,485.2563578
vbw+N554+E206,489.6858131
vbw+N589+E139,453.2246403
vbw+N589+E51,416.8957931
vbw+N599+E92,527.4336956
vbw+N612+E70,483.5003631
vbw+N628+E38,504.7413866
vbw+N645+E185,416.4267639
vbw+N667+E139,443.2463689
vbw+N691+E13,518.333333
vbw+N691+E171,473.7600334
vbw+N691+E181,527.6432837
vbw+N86+E92,540.5777474
vbx+N102+E162,480.5686355
vbx+N125+E127,477.5502335
vbx+N198+E51,423.1579794
vbx+N270+E146,598.0720416
vbx+N270+E166,576.5736071
vbx+N308+E127,489.8115763
vbx+N308+E18,503.2539446
vbx+N308+E67,444.2442939
vbx+N308+E76,502.6807871
vbx+N341+E26,538.5133672
vbx+N343+E139,449.2174039
vbx+N343+E69,477.8068904
vbx+N354+E142,539.2633063
vbx+N354+E15,553.2678201
vbx+N354+E76,553.4229907
vbx+N433+E50,481.0665813
vbx+N433+E76,533.4069872
vbx+N442+E0,393.0281957
vbx+N442+E201,528.0612152
vbx+N481+E44,528.1440504
vbx+N481+E58,446.4757969
vbx+N528+E15,538.8154665
vbx+N536+E168,492.1036609
vbx+N536+E183,540.1045011
vbx+N536+E63,509.5824489
vbx+N541+E76,514.4326801
vbx+N589+E127,496.025074
vbx+N589+E162,459.5583135
vbx+N589+E182,523.3825239
vbx+N589+E51,419.8244862
vbx+N628+E15,527.0193943
vbx+N628+E216,472.4954102
vbx+N667+E19,508.3723095
vbx+N691+E127,496.6177194
vbx+N691+E185,391.5830095
vbx+N9+E0,341.4759845
vbx+N92+E128,544.4259449
vbx+N92+E66,590.7647426
vby+N123+E162,421.1384732
vby+N143+E120,559.6286557
vby+N144+E159,452.2084457
vby+N152+E201,538.9474666
vby+N155+E118,498.7999101
vby+N155+E50,475.8618634
vby+N170+E0,0
vby+N173+E127,491.0361072
vby+N180+E184,418.283779
vby+N180+E72,544.0132962
vby+N182+E212,399.3432934
vby+N182+E84,444.5283524
vby+N183+E156,524.3471573
vby+N183+E63,511.1447818
vby+N213+E95,486.5728094
vby+N214+E148,550.7388933
vby+N214+E153,472.8202126
vby+N214+E188,566.2750354
vby+N220+E139,389.8439929
vby+N220+E182,495.1997159
vby+N222+E177,557.9405976
vby+N234+E26,581.1762681
vby+N234+E84,491.2931887
vby+N264+E132,535.8114609
vby+N274+E202,585.1014572
vby+N290+E139,371.7532126
vby+N324+E162,414.7799897
vby+N324+E185,417.4299459
vby+N324+E203,523.6418802
vby+N33+E0,460.8006498
vby+N33+E139,488.7302286
vby+N334+E201,551.0465124
vby+N340+E137,473.0655358
vby+N36+E178,543.1044759
vby+N36+E52,457.6275702
vby+N36+E69,427.7964016
vby+N379+E153,508.2418127
vby+N379+E178,537.0537371
vby+N394+E212,436.3097786
vby+N425+E127,488.4096797
vby+N438+E11,544.5891596
vby+N438+E173,330.9046753
vby+N438+E178,528.6199584
vby+N438+E50,368.8783975
vby+N442+E173,359.0045353
vby+N442+E215,528.705571
vby+N442+E76,472.061785
vby+N442+E96,546.7434079
vby+N447+E173,513.3143582
vby+N465+E173,415.4046851
vby+N465+E184,318.0895315
vby+N47+E184,521.1314881
vby+N475+E151,355.9290757
vby+N480+E139,381.3870133
vby+N49+E66,399.9826785
vby+N49+E92,353.0650975
vby+N504+E177,485.2995225
vby+N508+E199,534.6325089
vby+N521+E178,539.1593802
vby+N533+E219,565.4459789
vby+N540+E67,396.9514577
vby+N552+E70,523.7400413
vby+N555+E185,405.6787142
vby+N555+E211,506.7662039
vby+N567+E216,429.9743085
vby+N568+E184,412.7747915
vby+N568+E76,527.7299718
vby+N569+E183,572.3312144
vby+N577+E142,558.5739931
vby+N59+E173,474.3134961
vby+N59+E67,401.4051077
vby+N590+E219,547.1884133
vby+N595+E167,392.4871572
vby+N612+E184,334.5877033
vby+N612+E57,529.6750895
vby+N612+E96,544.2586169
vby+N646+E206,434.5415004
vby+N646+E212,362.1292213
vby+N65+E8,541.8868272
vby+N657+E186,551.5626443
vby+N666+E72,538.7895838
vby+N667+E166,552.1233332
vby+N680+E37,565.8334006
vby+N696+E29,546.1019053
vby+N702+E73,483.2470353
vby+N77+E8,566.4738733
vby+N85+E205,508.4225609
vca+N179+E201,533.0292422
vca+N179+E202,532.0176737
vca+N197+E168,485.6539689
vca+N278+E146,511.7705162
vca+N278+E228,461.8861892
vca+N481+E139,407.1737815
vca+N628+E127,494.1043007
vca+N628+E192,502.419479
vca+N628+E38,489.1601758
vcc+N147+E146,503.8674187
vcc+N577+E0,417.4063345
vcg+N233+E228,466.22174
vcg+N233+E234,580.503809
vcg+N233+E91,561.7251579
vcg+N583+E122,555.6841591
vcg+N583+E127,512.8483207
vcg+N583+E205,377.0155058
vcg+N583+E24,563.1250892
vcg+N583+E38,565.8317456
vcg+N583+E52,367.9652482
vcg+N583+E69,314.8952474
vcg+N583+E76,515.5559363
vcg+N583+E84,301.5654921
vch+N284+E50,463.5729855
vch+N446+E88,475.9868406
vch+N599+E186,498.2825088
vcj+N284+E149,482.6070402
vcj+N284+E176,537.385785
vcj+N284+E192,552.175457
vcj+N284+E48,375.5413204
vcj+N284+E57,539.689179
vcj+N284+E58,362.4628964
vcj+N284+E70,484.0275878
vcj+N284+E84,340.9670809
vcj+N284+E85,492.6205943
vcj+N446+E139,469.1941432
vcj+N599+E120,530.4094958
vcj+N599+E138,499.6009675
vcj+N599+E149,518.1915817
vcj+N599+E25,511.520364
vcj+N599+E63,520.3762274
vcj+N599+E81,563.1489807
vcj+N599+E92,526.6943511
vcl+N446+E92,515.6926965
vcm+N284+E104,563.7189937
vcm+N284+E31,538.7852372
vcm+N284+E34,560.0655668
vcm+N284+E45,527.3770594
vcm+N284+E57,547.9062765
vcm+N284+E58,373.1719429
vcm+N284+E8,561.7482456
vcm+N446+E165,344.5558212
vcm+N446+E204,392.4511674
vcm+N446+E24,571.9608081
vcm+N446+E84,394.4377214
vcm+N599+E185,348.0591711
vcm+N599+E88,490.655114
vcn+N284+E166,544.3556443
vcn+N284+E178,537.0347859
vcn+N284+E18,512.5926381
vcn+N446+E123,545.5438965
vcn+N446+E127,512.8491966
vcn+N446+E177,478.6997515
vcn+N446+E50,435.0377931
vcn+N599+E165,327.9914772
vcn+N599+E216,396.3797412
vcn+N599+E23,565.5906641
vcn+N599+E53,576.351726
vcn+N599+E67,346.7312182
vcn+N599+E76,527.5260217
vco+N233+E24,567.3501275
vco+N233+E51,418.6997311
vco+N233+E65,546.5958931
vco+N446+E130,513.2498096
vco+N446+E160,543.2629409
vco+N446+E5,565.0661599
vco+N446+E84,411.3600836
vco+N599+E0,413.2224495
vco+N599+E102,286.5385713
vco+N599+E139,380.1655244
vco+N599+E142,534.3650987
vco+N599+E15,515.169196
vco+N599+E175,497.7701934
vco+N599+E2,517.1248609
vco+N599+E211,469.8043693
vco+N599+E219,528.9393717
vco+N599+E228,468.5100788
vco+N599+E5,545.6143325
vcr+N284+E16,468.9783108
vcr+N284+E171,395.1659087
vcr+N284+E185,330.9458783
vcr+N284+E189,553.7580159
vcr+N284+E195,515.9072535
vcr+N284+E216,406.4343487
vcr+N284+E217,305.8897688
vcr+N284+E25,431.1464315
vcr+N284+E8,557.678779
vcr+N446+E137,403.2019264
vcr+N446+E184,364.436404
vcr+N446+E204,408.6077285
vcr+N446+E79,348.1903954
vcr+N599+E156,507.3202764
vcr+N599+E165,299.0758148
vcr+N599+E69,339.4300882
vcr+N599+E92,473.4277203
vcs+N141+E185,403.3639977
vcs+N149+E136,558.8461872
vcs+N189+E127,558.8913332
vcs+N189+E175,558.7689048
vcs+N189+E212,508.2229001
vcs+N189+E221,546.9335466
vcs+N189+E226,350.3871539
vcs+N189+E49,536.4264541
vcs+N189+E92,551.5438652
vcs+N189+E98,545.3338222
vcs+N192+E187,560.0574069
vcs+N192+E202,335.3244057
vcs+N192+E34,578.2109118
vcs+N192+E43,296.825497
vcs+N192+E52,204.8776304
vcs+N192+E88,283.0409474
vcs+N209+E39,523.0537642
vcs+N249+E185,251.9891189
vcs+N293+E127,562.8786582
vcs+N35+E222,543.0003651
vcs+N352+E11,485.293421
vcs+N357+E132,411.6804938
vcs+N357+E159,360.3771205
vcs+N357+E16,359.3577361
vcs+N357+E168,341.7707452
vcs+N357+E171,321.6871288
vcs+N357+E180,295.2901476
vcs+N357+E20,557.9865669
vcs+N357+E212,281.198671
vcs+N357+E220,311.6977688
vcs+N357+E25,255.7530231
vcs+N357+E49,528.7579528
vcs+N357+E69,275.1188225
vcs+N357+E71,368.7180387
vcs+N357+E85,401.6105726
vcs+N368+E171,527.1647784
vcs+N369+E148,543.0535423
vcs+N369+E196,520.2591534
vcs+N369+E203,539.937182
vcs+N369+E58,247.1258978
vcs+N372+E69,310.7849937
vcs+N375+E209,558.5030886
vcs+N38+E42,563.770924
vcs+N380+E139,390.6075194
vcs+N380+E41,527.881112
vcs+N423+E1,534.0542068
vcs+N423+E14,550.05015
vcs+N423+E19,435.7221427
vcs+N423+E195,535.3067006
vcs+N423+E204,430.2444155
vcs+N423+E222,555.0775972
vcs+N423+E234,575.5000309
vcs+N423+E26,548.4711575
vcs+N423+E34,571.3386818
vcs+N423+E40,575.0015172
vcs+N423+E50,453.8061731
vcs+N423+E58,338.3670383
vcs+N45+E59,516.4190926
vcs+N542+E138,388.4612264
vcs+N542+E158,496.9690042
vcs+N542+E175,496.5716232
vcs+N542+E202,523.0457796
vcs+N542+E225,539.8626031
vcs+N542+E39,506.4265474
vcs+N543+E121,552.2465787
vcs+N543+E86,456.846637
vcs+N566+E142,556.0347166
vcs+N566+E212,518.8103997
vcs+N566+E224,543.0974611
vcs+N566+E28,497.0170094
vcs+N566+E83,530.2514993
vcs+N637+E150,571.5532075
vcs+N637+E61,555.2757024
vcs+N655+E136,549.1081592
vcs+N664+E107,547.198379
vcs+N664+E127,542.5824456
vcs+N664+E173,527.398609
vcs+N664+E177,537.7053897
vcs+N664+E221,548.8668854
vcs+N664+E71,546.596868
vcs+N664+E73,549.5960589
vcs+N664+E81,574.4802323
vcs+N673+E224,541.9228661
vcs+N673+E48,526.035085
vcs+N78+E94,523.0836291
vct+N192+E151,320.9456867
vct+N357+E122,540.7042199
vct+N357+E45,426.3445177
vct+N369+E101,534.8042693
vct+N369+E219,517.1284592
vct+N369+E29,444.5798391
vct+N423+E130,487.5093699
vct+N423+E186,520.6151176
vct+N423+E206,428.9370895
vct+N423+E216,444.2643521
vct+N542+E220,459.1198991
vct+N542+E25,440.2506637
vct+N566+E13,482.4218851
vct+N637+E132,555.9271574
vct+N637+E162,500.9802885
vcu+N141+E139,311.2796011
vcu+N192+E27,343.9897813
vcu+N249+E51,244.1493939
vcu+N357+E128,344.2039618
vcu+N357+E50,345.6195082
vcu+N380+E232,510.4844234
vcu+N380+E27,480.4535187
vcu+N423+E18,496.6385349
vcu+N542+E146,499.9062824
vcu+N542+E166,519.7992016
vcu+N542+E71,444.9143778
vcu+N617+E139,421.7618625
vcu+N632+E15,347.6766718
vcu+N715+E182,352.6272663
vcv+N175+E134,388.4908814
vcv+N350+E78,526.1474102
vcv+N362+E58,410.3089353
vcv+N715+E15,439.458489
vcy+N650+E132,422.1902914
vcy+N650+E142,462.5643506
vcy+N650+E146,424.7532424
vcy+N650+E158,350.4795499
vcy+N650+E18,308.2704261
vcy+N650+E45,450.3349158
vcy+N650+E76,405.5732612
vcz+N101+E104,504.1078939
vcz+N101+E113,485.007908
vcz+N101+E114,478.9803692
vcz+N101+E165,423.9649428
vcz+N101+E228,470.357666
vcz+N101+E34,494.3211623
vcz+N101+E68,506.2130118
vcz+N116+E13,337.8046548
vcz+N116+E50,326.4489023
vcz+N151+E175,577.3542702
vcz+N151+E19,586.781214
vcz+N151+E45,563.5451084
vcz+N151+E92,576.3743335
vcz+N167+E108,329.8684018
vcz+N167+E11,552.3171183
vcz+N167+E233,437.4967005
vcz+N167+E51,222.9516137
vcz+N167+E52,384.2088694
vcz+N220+E185,312.4795028
vcz+N221+E25,500.556747
vcz+N232+E16,485.5124266
vcz+N234+E108,430.6858793
vcz+N265+E201,457.2458274
vcz+N278+E29,477.8431123
vcz+N278+E47,517.2689085
vcz+N278+E71,482.2691436
vcz+N290+E106,542.7370314
vcz+N290+E131,260.4289385
vcz+N290+E136,573.1148631
vcz+N290+E142,521.9114521
vcz+N290+E149,427.0192376
vcz+N290+E154,566.7000525
vcz+N290+E175,406.6190454
vcz+N290+E185,155.0331462
vcz+N290+E228,386.1649104
vcz+N290+E44,455.5897881
vcz+N290+E48,358.2364429
vcz+N290+E83,548.7703684
vcz+N290+E88,374.6662843
vcz+N308+E181,543.2573502
vcz+N308+E204,445.8655395
vcz+N308+E234,546.9417106
vcz+N308+E80,541.4929893
vcz+N314+E168,393.4706678
vcz+N328+E19,320.1315891
vcz+N328+E217,427.4286682
vcz+N356+E149,497.1823192
vcz+N356+E15,507.1652273
vcz+N356+E92,505.5449035
vcz+N37+E132,477.1933396
vcz+N37+E181,549.084124
vcz+N382+E128,405.6154956
vcz+N382+E183,485.6307864
vcz+N382+E199,525.7450193
vcz+N438+E180,182.5982207
vcz+N438+E195,444.1058744
vcz+N438+E206,285.9662889
vcz+N438+E85,383.6913356
vcz+N442+E203,511.4629661
vcz+N447+E52,434.0394168
vcz+N489+E110,527.1856286
vcz+N489+E182,482.3180837
vcz+N504+E141,526.9503398
vcz+N504+E148,523.9844296
vcz+N504+E178,514.5016951
vcz+N508+E147,535.1123049
vcz+N529+E162,435.367926
vcz+N529+E199,538.4370947
vcz+N529+E201,565.0126321
vcz+N529+E220,519.3904311
vcz+N529+E223,534.7549869
vcz+N529+E51,406.7471563
vcz+N529+E85,532.6216347
vcz+N529+E88,501.0846384
vcz+N541+E149,492.7117696
vcz+N548+E65,483.3147334
vcz+N554+E88,514.4180104
vcz+N555+E152,517.4676696
vcz+N560+E112,565.9056091
vcz+N560+E136,555.4617625
vcz+N560+E184,291.815591
vcz+N560+E78,542.6781954
vcz+N574+E11,552.7303927
vcz+N574+E13,495.4953593
vcz+N574+E216,471.7327591
vcz+N574+E217,356.9891158
vcz+N574+E57,534.8903828
vcz+N574+E71,463.4187399
vcz+N599+E149,501.5715354
vcz+N622+E130,506.0389393
vcz+N622+E134,447.2787883
vcz+N622+E14,477.9564901
vcz+N622+E151,345.6823756
vcz+N622+E37,422.207853
vcz+N622+E43,360.1893255
vcz+N622+E73,400.8907856
vcz+N628+E113,508.4770852
vcz+N628+E51,451.0101437
vcz+N628+E52,427.2396947
vcz+N638+E220,495.255015
vcz+N643+E92,268.7699672
vcz+N666+E179,574.3913503
vcz+N666+E43,444.9189061
vcz+N666+E49,558.0349153
vcz+N666+E84,370.258198
vcz+N667+E14,517.1430918
vcz+N667+E84,434.6174469
vcz+N691+E153,488.571688
vcz+N691+E186,489.6071516
vcz+N691+E57,513.7812017
vcz+N709+E181,541.1609317
vcz+N85+E162,388.0501848
vcz+N86+E0,394.9637185
vcz+N86+E206,453.5695616
vcz+N86+E9,451.8266418
vma+N133+E185,492.3359153
vma+N133+E187,529.9487965
vma+N133+E209,491.0673159
vma+N133+E88,547.4319019
vma+N172+E196,463.48615
vma+N172+E224,531.4633173
vma+N172+E34,517.1570839
vma+N206+E136,511.0429537
vma+N206+E138,539.7115599
vma+N206+E150,556.5451195
vma+N206+E18,573.7230183
vma+N206+E206,519.8995467
vma+N206+E26,543.8758432
vma+N242+E132,549.6367876
vma+N254+E127,543.5008671
vma+N254+E138,545.4155001
vma+N254+E211,548.0969214
vma+N254+E34,516.2796616
vma+N254+E43,554.3519582
vma+N254+E70,562.8012851
vma+N272+E104,520.3686622
vma+N272+E146,528.3842987
vma+N272+E174,529.5554233
vma+N272+E67,516.00343
vma+N300+E14,560.5765036
vma+N300+E223,483.0393301
vma+N300+E79,511.7276048
vma+N332+E141,452.162628
vma+N332+E181,488.5723759
vma+N332+E201,500.8178253
vma+N332+E29,506.6465634
vma+N332+E80,460.2024801
vma+N364+E153,529.5167569
vma+N364+E20,479.9838125
vma+N364+E21,474.5329639
vma+N364+E36,481.0611097
vma+N383+E108,501.3323403
vma+N383+E201,570.4342205
vma+N391+E139,513.2439901
vma+N391+E92,537.2193799
vma+N482+E176,515.5880926
vma+N572+E158,510.1712588
vma+N572+E168,523.7331114
vma+N572+E95,519.6476567
vma+N651+E30,487.721476
vma+N651+E71,556.1315041
vma+N671+E28,452.6680672
vma+N671+E36,485.8284263
vmb+N133+E173,477.375136
vmb+N133+E29,554.771131
vmb+N133+E65,536.32885
vmb+N172+E113,505.6559509
vmb+N172+E166,546.8057286
vmb+N172+E33,472.3730114
vmb+N206+E0,471.5593533
vmb+N206+E1,464.6352038
vmb+N206+E112,545.796161
vmb+N206+E16,556.4601215
vmb+N206+E183,560.612591
vmb+N206+E89,444.2488618
vmb+N242+E234,545.0558845
vmb+N242+E27,516.9755614
vmb+N242+E5,556.7653187
vmb+N242+E73,528.6649448
vmb+N242+E76,543.2238787
vmb+N254+E10,447.5061145
vmb+N254+E111,521.0009043
vmb+N254+E148,529.4370646
vmb+N254+E149,563.9412644
vmb+N254+E23,545.1950982
vmb+N272+E83,476.2949054
vmb+N300+E123,523.8948753
vmb+N300+E128,558.2779583
vmb+N300+E147,556.6342869
vmb+N300+E40,514.3575422
vmb+N364+E156,542.458845
vmb+N364+E19,552.7591649
vmb+N364+E222,494.4963866
vmb+N364+E63,533.5729552
vmb+N364+E97,472.1024946
vmb+N383+E108,493.03984
vmb+N383+E120,564.3250986
vmb+N383+E27,528.5569507
vmb+N391+E128,518.9084195
vmb+N391+E149,522.1864621
vmb+N391+E151,528.6118162
vmb+N391+E195,532.2171507
vmb+N391+E216,519.3448102
vmb+N391+E26,518.7680726
vmb+N482+E3,558.7624011
vmb+N572+E128,531.0318333
vmb+N651+E154,542.7815197
vmb+N651+E185,494.5649834
vmb+N651+E34,521.3448459
vmb+N651+E4,481.7219044
vmb+N671+E16,553.2891585
vmb+N671+E203,496.8916014
vmb+N671+E25,544.1994237
vmb+N671+E30,498.4236358
vmb+N671+E41,464.4733286
vmc+N133+E63,507.9897622
vmc+N172+E128,448.9897464
vmc+N172+E15,527.2574787
vmc+N172+E154,551.785063
vmc+N172+E51,459.8839612
vmc+N172+E79,384.0135515
vmc+N172+E83,509.5588685
vmc+N172+E95,431.5195534
vmc+N206+E221,513.7318908
vmc+N206+E51,465.2728684
vmc+N206+E94,479.2180275
vmc+N242+E158,499.7991071
vmc+N242+E233,472.9045474
vmc+N242+E31,481.8032775
vmc+N254+E101,445.1345472
vmc+N254+E69,510.0699342
vmc+N254+E8,477.0021659
vmc+N300+E126,439.7027473
vmc+N300+E142,486.3653316
vmc+N300+E159,499.643832
vmc+N300+E196,421.4294418
vmc+N300+E206,478.3215011
vmc+N300+E216,529.6976172
vmc+N300+E34,456.0975684
vmc+N300+E42,447.5254953
vmc+N300+E57,470.9860062
vmc+N300+E79,497.6398285
vmc+N332+E73,437.4641054
vmc+N364+E120,497.2850858
vmc+N364+E130,506.1613575
vmc+N364+E14,490.2087493
vmc+N364+E182,492.8474735
vmc+N383+E149,542.4910638
vmc+N383+E186,552.6174656
vmc+N383+E202,498.6830093
vmc+N383+E23,547.4746011
vmc+N383+E51,434.1383568
vmc+N391+E211,489.7199597
vmc+N391+E53,474.0644845
vmc+N482+E126,450.4329621
vmc+N482+E14,544.982084
vmc+N482+E168,520.8858514
vmc+N482+E232,469.7673441
vmc+N482+E36,492.8401933
vmc+N572+E128,499.8992571
vmc+N572+E149,502.0095701
vmc+N572+E15,496.4248626
vmc+N572+E78,460.753217
vmc+N599+E88,515.468658
vmc+N599+E96,531.8291358
vmc+N651+E108,520.1671291
vmc+N651+E162,492.2188703
vmc+N651+E178,475.1649768
vmc+N651+E187,461.6806822
vmc+N651+E44,486.5573269
vmc+N651+E88,491.4172457
vmd+N116+E220,491.8653781
vmd+N125+E174,526.2973122
vmd+N134+E111,503.0143994
vmd+N144+E18,511.9634533
vmd+N144+E189,533.6196246
vmd+N144+E3,528.9084443
vmd+N197+E204,483.2633485
vmd+N232+E155,495.5910246
vmd+N232+E43,522.7075954
vmd+N268+E132,529.3925023
vmd+N268+E185,448.0986599
vmd+N270+E170,509.9303425
vmd+N270+E3,545.0323925
vmd+N270+E8,566.0930278
vmd+N278+E139,435.7080685
vmd+N278+E81,560.5860097
vmd+N278+E96,519.3609086
vmd+N287+E102,320.683523
vmd+N287+E139,481.5231885
vmd+N287+E43,512.09249
vmd+N308+E128,487.0820408
vmd+N308+E18,506.1222625
vmd+N308+E5,538.0143645
vmd+N328+E24,572.5404674
vmd+N339+E155,508.7245656
vmd+N343+E0,313.8794183
vmd+N343+E120,525.610325
vmd+N343+E139,447.3663539
vmd+N343+E204,495.0420003
vmd+N343+E49,513.2285206
vmd+N354+E5,535.5618712
vmd+N354+E61,510.2303021
vmd+N356+E115,437.8447314
vmd+N356+E184,484.7978826
vmd+N356+E185,418.0656772
vmd+N356+E67,484.67108
vmd+N37+E0,272.5262199
vmd+N37+E175,486.8681813
vmd+N421+E205,477.4132149
vmd+N421+E45,459.0102464
vmd+N422+E111,513.7092591
vmd+N433+E178,510.6228837
vmd+N438+E223,514.7463027
vmd+N442+E102,347.2343823
vmd+N481+E0,405.7986515
vmd+N481+E111,522.8467779
vmd+N481+E177,513.7223199
vmd+N481+E92,527.6981741
vmd+N501+E158,465.433599
vmd+N501+E192,459.8708846
vmd+N504+E107,524.7408429
vmd+N504+E212,439.3011835
vmd+N504+E25,523.1063197
vmd+N528+E206,470.4275389
vmd+N528+E70,535.7556526
vmd+N536+E189,535.1072091
vmd+N541+E107,501.3308559
vmd+N554+E11,550.6122579
vmd+N554+E136,511.1122726
vmd+N554+E212,479.0365996
vmd+N554+E51,458.9977446
vmd+N554+E58,473.6081945
vmd+N554+E81,555.7580185
vmd+N589+E0,380.8363671
vmd+N589+E185,412.2418847
vmd+N589+E58,398.217801
vmd+N667+E168,485.5885399
vmd+N667+E80,517.6143794
vmd+N86+E222,502.8266006
vmd+N86+E91,508.0309612
vme+N125+E17,555.61564
vme+N125+E40,549.0538437
vme+N125+E44,531.1273166
vme+N125+E45,515.5039297
vme+N125+E82,489.5962926
vme+N134+E126,519.1727356
vme+N144+E130,528.9858573
vme+N144+E134,490.694402
vme+N144+E37,516.0914914
vme+N144+E84,472.7599574
vme+N167+E116,539.2178624
vme+N167+E233,497.8481264
vme+N167+E51,368.4814132
vme+N167+E78,519.506896
vme+N167+E88,497.6889833
vme+N179+E0,123.1120573
vme+N179+E70,397.0375346
vme+N197+E102,271.8103889
vme+N197+E137,436.8287805
vme+N197+E173,457.3894115
vme+N197+E193,483.0550028
vme+N197+E58,430.0438517
vme+N197+E83,512.187009
vme+N198+E155,504.4154938
vme+N198+E205,478.2371002
vme+N208+E221,498.6938335
vme+N208+E52,553.0559299
vme+N221+E102,384.4258413
vme+N232+E10,460.9266443
vme+N232+E166,543.9922065
vme+N232+E209,505.985052
vme+N232+E33,494.3231102
vme+N234+E211,516.801628
vme+N234+E23,546.7595622
vme+N234+E53,550.0318486
vme+N265+E119,514.4369561
vme+N265+E196,491.2212787
vme+N268+E143,534.7814018
vme+N268+E147,557.1801479
vme+N268+E221,532.0164163
vme+N268+E3,542.558676
vme+N278+E0,308.8343174
vme+N278+E152,497.5358467
vme+N278+E209,503.0339931
vme+N278+E33,513.3551778
vme+N278+E80,532.5282925
vme+N278+E98,522.6614413
vme+N287+E104,544.6610134
vme+N287+E204,444.0105334
vme+N287+E212,464.2684072
vme+N287+E26,553.3509798
vme+N287+E33,512.8386974
vme+N287+E40,551.6220996
vme+N289+E114,511.0662154
vme+N290+E92,497.3601168
vme+N308+E120,530.9613149
vme+N308+E27,474.4646445
vme+N328+E0,485.7645364
vme+N328+E234,537.7643681
vme+N334+E95,314.3592478
vme+N343+E1,491.4776944
vme+N343+E10,472.1406368
vme+N343+E188,539.2801234
vme+N343+E190,517.7026968
vme+N354+E155,511.9326793
vme+N354+E36,503.5175738
vme+N354+E57,576.9855671
vme+N356+E128,443.8041942
vme+N356+E166,509.4405966
vme+N356+E178,534.1852972
vme+N356+E234,552.8424866
vme+N356+E5,559.4060517
vme+N356+E63,528.8709076
vme+N356+E8,555.6894934
vme+N378+E156,471.8402401
vme+N378+E86,471.9284061
vme+N382+E145,504.2813971
vme+N382+E225,481.617984
vme+N382+E45,518.2567693
vme+N382+E82,494.6689387
vme+N400+E112,492.5371561
vme+N400+E183,500.5972769
vme+N400+E195,497.728556
vme+N400+E34,498.4857408
vme+N400+E81,511.5213672
vme+N406+E212,402.0505573
vme+N421+E1,459.6916989
vme+N421+E150,514.6311002
vme+N421+E181,493.187894
vme+N421+E29,486.7329444
vme+N422+E119,531.7153427
vme+N422+E20,496.5626472
vme+N433+E116,524.058229
vme+N438+E108,254.3169343
vme+N442+E116,534.7749273
vme+N442+E154,558.8770536
vme+N442+E163,536.2817968
vme+N442+E28,488.7948577
vme+N442+E73,502.0188461
vme+N442+E95,395.1215611
vme+N447+E120,551.5395629
vme+N447+E131,496.7394529
vme+N457+E226,551.0648981
vme+N457+E61,479.8910234
vme+N481+E154,551.8023881
vme+N481+E165,353.4548814
vme+N481+E217,374.9239169
vme+N481+E220,503.8036656
vme+N481+E228,497.1923411
vme+N481+E234,534.0937362
vme+N481+E26,540.0810145
vme+N493+E128,454.1095584
vme+N493+E184,350.2855438
vme+N493+E205,403.9503254
vme+N493+E44,426.663574
vme+N493+E63,419.8781024
vme+N493+E70,491.7354469
vme+N504+E113,524.586542
vme+N504+E151,507.3887584
vme+N504+E69,466.3764881
vme+N504+E78,521.3276956
vme+N508+E224,518.0206944
vme+N528+E14,545.8352667
vme+N528+E83,497.3650843
vme+N533+E1,534.2866527
vme+N533+E168,482.9735328
vme+N533+E190,481.5967609
vme+N533+E212,423.9895107
vme+N536+E1,490.408202
vme+N536+E165,437.5758973
vme+N553+E70,548.7955631
vme+N554+E0,433.4471019
vme+N554+E17,539.9143308
vme+N554+E23,534.045111
vme+N554+E26,548.4945056
vme+N554+E83,495.4156176
vme+N560+E126,501.0892634
vme+N560+E128,529.6501939
vme+N560+E31,488.0790486
vme+N560+E42,502.0872475
vme+N560+E47,506.5214612
vme+N560+E50,492.5623095
vme+N560+E80,506.4222566
vme+N574+E0,411.354559
vme+N574+E233,531.6305384
vme+N574+E45,531.8075469
vme+N589+E224,534.6994347
vme+N589+E23,547.9731244
vme+N589+E41,506.1029394
vme+N589+E44,544.2085249
vme+N589+E81,557.3449582
vme+N590+E77,495.2361702
vme+N602+E0,90.48644278
vme+N612+E0,20.52882686
vme+N612+E106,524.5359927
vme+N612+E190,483.0829364
vme+N612+E42,526.2273107
vme+N612+E47,568.7078286
vme+N613+E114,507.7928241
vme+N622+E0,26.82483168
vme+N622+E123,542.6185553
vme+N622+E147,550.0007672
vme+N622+E175,507.8132577
vme+N628+E170,491.669237
vme+N645+E0,445.5041717
vme+N645+E120,552.9236349
vme+N645+E179,523.9955602
vme+N645+E180,511.8314287
vme+N645+E215,548.6003523
vme+N645+E64,492.5219595
vme+N645+E92,524.0914635
vme+N666+E147,573.060923
vme+N666+E73,523.5027529
vme+N667+E222,521.6640896
vme+N667+E83,510.8662339
vme+N691+E125,519.6177681
vme+N691+E70,531.8409202
vme+N86+E68,540.1968207
vme+N86+E7,461.4385399
vme+N86+E95,507.4578508
vme+N9+E150,537.1769494
vme+N92+E146,580.2762789
vme+N92+E201,584.8003528
vme+N92+E4,535.0779093
vme+N92+E44,616.1074651
vmf+N125+E84,447.4890741
